date,method,agent,value
2023-01-16,pagerank,RandomAgent,0.04993166357002923
2023-01-16,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-01-16,pagerank,DynamicTeamAgent,0.1777090401340045
2023-01-16,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-01-16,pagerank,PersuaderAgent,0.05412753434087156
2023-01-16,pagerank,FreeRiderAgent,0.05412753434087156
2023-01-16,pagerank,ContrarianAgent,0.05412753434087156
2023-01-16,pagerank,SocialGraphAgent,0.17783553593936166
2023-01-23,pagerank,MomentumAgent,0.04992867679919748
2023-01-23,pagerank,MeanReversionAgent,0.04993166357002923
2023-01-23,pagerank,LowVolatilityAgent,0.05003400235112651
2023-01-23,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-01-23,pagerank,RandomAgent,0.04993166357002923
2023-01-23,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-01-23,pagerank,DynamicTeamAgent,0.1777090401340045
2023-01-23,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-01-23,pagerank,PersuaderAgent,0.05412753434087156
2023-01-23,pagerank,FreeRiderAgent,0.05412753434087156
2023-01-23,pagerank,ContrarianAgent,0.05412753434087156
2023-01-23,pagerank,SocialGraphAgent,0.17783553593936166
2023-01-30,pagerank,MomentumAgent,0.04992867679919748
2023-01-30,pagerank,MeanReversionAgent,0.04993166357002923
2023-01-30,pagerank,LowVolatilityAgent,0.05003400235112651
2023-01-30,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-01-30,pagerank,RandomAgent,0.04993166357002923
2023-01-30,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-01-30,pagerank,DynamicTeamAgent,0.1777090401340045
2023-01-30,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-01-30,pagerank,PersuaderAgent,0.05412753434087156
2023-01-30,pagerank,FreeRiderAgent,0.05412753434087156
2023-01-30,pagerank,ContrarianAgent,0.05412753434087156
2023-01-30,pagerank,SocialGraphAgent,0.17783553593936166
2023-02-06,pagerank,MomentumAgent,0.04992867679919748
2023-02-06,pagerank,MeanReversionAgent,0.04993166357002923
2023-02-06,pagerank,LowVolatilityAgent,0.05003400235112651
2023-02-06,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-02-06,pagerank,RandomAgent,0.04993166357002923
2023-02-06,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-02-06,pagerank,DynamicTeamAgent,0.1777090401340045
2023-02-06,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-02-06,pagerank,PersuaderAgent,0.05412753434087156
2023-02-06,pagerank,FreeRiderAgent,0.05412753434087156
2023-02-06,pagerank,ContrarianAgent,0.05412753434087156
2023-02-06,pagerank,SocialGraphAgent,0.17783553593936166
2023-02-13,pagerank,MomentumAgent,0.04992867679919748
2023-02-13,pagerank,MeanReversionAgent,0.04993166357002923
2023-02-13,pagerank,LowVolatilityAgent,0.05003400235112651
2023-02-13,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-02-13,pagerank,RandomAgent,0.04993166357002923
2023-02-13,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-02-13,pagerank,DynamicTeamAgent,0.1777090401340045
2023-02-13,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-02-13,pagerank,PersuaderAgent,0.05412753434087156
2023-02-13,pagerank,FreeRiderAgent,0.05412753434087156
2023-02-13,pagerank,ContrarianAgent,0.05412753434087156
2023-02-13,pagerank,SocialGraphAgent,0.17783553593936166
2023-02-20,pagerank,MomentumAgent,0.04992867679919748
2023-02-20,pagerank,MeanReversionAgent,0.04993166357002923
2023-02-20,pagerank,LowVolatilityAgent,0.05003400235112651
2023-02-20,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-02-20,pagerank,RandomAgent,0.04993166357002923
2023-02-20,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-02-20,pagerank,DynamicTeamAgent,0.1777090401340045
2023-02-20,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-02-20,pagerank,PersuaderAgent,0.05412753434087156
2023-02-20,pagerank,FreeRiderAgent,0.05412753434087156
2023-02-20,pagerank,ContrarianAgent,0.05412753434087156
2023-02-20,pagerank,SocialGraphAgent,0.17783553593936166
2023-02-27,pagerank,MomentumAgent,0.04992867679919748
2023-02-27,pagerank,MeanReversionAgent,0.04993166357002923
2023-02-27,pagerank,LowVolatilityAgent,0.05003400235112651
2023-02-27,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-02-27,pagerank,RandomAgent,0.04993166357002923
2023-02-27,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-02-27,pagerank,DynamicTeamAgent,0.1777090401340045
2023-02-27,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-02-27,pagerank,PersuaderAgent,0.05412753434087156
2023-02-27,pagerank,FreeRiderAgent,0.05412753434087156
2023-02-27,pagerank,ContrarianAgent,0.05412753434087156
2023-02-27,pagerank,SocialGraphAgent,0.17783553593936166
2023-03-06,pagerank,MomentumAgent,0.04992867679919748
2023-03-06,pagerank,MeanReversionAgent,0.04993166357002923
2023-03-06,pagerank,LowVolatilityAgent,0.05003400235112651
2023-03-06,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-03-06,pagerank,RandomAgent,0.04993166357002923
2023-03-06,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-03-06,pagerank,DynamicTeamAgent,0.1777090401340045
2023-03-06,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-03-06,pagerank,PersuaderAgent,0.05412753434087156
2023-03-06,pagerank,FreeRiderAgent,0.05412753434087156
2023-03-06,pagerank,ContrarianAgent,0.05412753434087156
2023-03-06,pagerank,SocialGraphAgent,0.17783553593936166
2023-03-13,pagerank,MomentumAgent,0.04992867679919748
2023-03-13,pagerank,MeanReversionAgent,0.04993166357002923
2023-03-13,pagerank,LowVolatilityAgent,0.05003400235112651
2023-03-13,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-03-13,pagerank,RandomAgent,0.04993166357002923
2023-03-13,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-03-13,pagerank,DynamicTeamAgent,0.1777090401340045
2023-03-13,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-03-13,pagerank,PersuaderAgent,0.05412753434087156
2023-03-13,pagerank,FreeRiderAgent,0.05412753434087156
2023-03-13,pagerank,ContrarianAgent,0.05412753434087156
2023-03-13,pagerank,SocialGraphAgent,0.17783553593936166
2023-03-20,pagerank,MomentumAgent,0.04992867679919748
2023-03-20,pagerank,MeanReversionAgent,0.04993166357002923
2023-03-20,pagerank,LowVolatilityAgent,0.05003400235112651
2023-03-20,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-03-20,pagerank,RandomAgent,0.04993166357002923
2023-03-20,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-03-20,pagerank,DynamicTeamAgent,0.1777090401340045
2023-03-20,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-03-20,pagerank,PersuaderAgent,0.05412753434087156
2023-03-20,pagerank,FreeRiderAgent,0.05412753434087156
2023-03-20,pagerank,ContrarianAgent,0.05412753434087156
2023-03-20,pagerank,SocialGraphAgent,0.17783553593936166
2023-03-27,pagerank,MomentumAgent,0.04992867679919748
2023-03-27,pagerank,MeanReversionAgent,0.04993166357002923
2023-03-27,pagerank,LowVolatilityAgent,0.05003400235112651
2023-03-27,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-03-27,pagerank,RandomAgent,0.04993166357002923
2023-03-27,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-03-27,pagerank,DynamicTeamAgent,0.1777090401340045
2023-03-27,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-03-27,pagerank,PersuaderAgent,0.05412753434087156
2023-03-27,pagerank,FreeRiderAgent,0.05412753434087156
2023-03-27,pagerank,ContrarianAgent,0.05412753434087156
2023-03-27,pagerank,SocialGraphAgent,0.17783553593936166
2023-04-03,pagerank,MomentumAgent,0.04992867679919748
2023-04-03,pagerank,MeanReversionAgent,0.04993166357002923
2023-04-03,pagerank,LowVolatilityAgent,0.05003400235112651
2023-04-03,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-04-03,pagerank,RandomAgent,0.04993166357002923
2023-04-03,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-04-03,pagerank,DynamicTeamAgent,0.1777090401340045
2023-04-03,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-04-03,pagerank,PersuaderAgent,0.05412753434087156
2023-04-03,pagerank,FreeRiderAgent,0.05412753434087156
2023-04-03,pagerank,ContrarianAgent,0.05412753434087156
2023-04-03,pagerank,SocialGraphAgent,0.17783553593936166
2023-04-10,pagerank,MomentumAgent,0.04992867679919748
2023-04-10,pagerank,MeanReversionAgent,0.04993166357002923
2023-04-10,pagerank,LowVolatilityAgent,0.05003400235112651
2023-04-10,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-04-10,pagerank,RandomAgent,0.04993166357002923
2023-04-10,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-04-10,pagerank,DynamicTeamAgent,0.1777090401340045
2023-04-10,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-04-10,pagerank,PersuaderAgent,0.05412753434087156
2023-04-10,pagerank,FreeRiderAgent,0.05412753434087156
2023-04-10,pagerank,ContrarianAgent,0.05412753434087156
2023-04-10,pagerank,SocialGraphAgent,0.17783553593936166
2023-04-17,pagerank,MomentumAgent,0.04992867679919748
2023-04-17,pagerank,MeanReversionAgent,0.04993166357002923
2023-04-17,pagerank,LowVolatilityAgent,0.05003400235112651
2023-04-17,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-04-17,pagerank,RandomAgent,0.04993166357002923
2023-04-17,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-04-17,pagerank,DynamicTeamAgent,0.1777090401340045
2023-04-17,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-04-17,pagerank,PersuaderAgent,0.05412753434087156
2023-04-17,pagerank,FreeRiderAgent,0.05412753434087156
2023-04-17,pagerank,ContrarianAgent,0.05412753434087156
2023-04-17,pagerank,SocialGraphAgent,0.17783553593936166
2023-04-24,pagerank,MomentumAgent,0.04992867679919748
2023-04-24,pagerank,MeanReversionAgent,0.04993166357002923
2023-04-24,pagerank,LowVolatilityAgent,0.05003400235112651
2023-04-24,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-04-24,pagerank,RandomAgent,0.04993166357002923
2023-04-24,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-04-24,pagerank,DynamicTeamAgent,0.1777090401340045
2023-04-24,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-04-24,pagerank,PersuaderAgent,0.05412753434087156
2023-04-24,pagerank,FreeRiderAgent,0.05412753434087156
2023-04-24,pagerank,ContrarianAgent,0.05412753434087156
2023-04-24,pagerank,SocialGraphAgent,0.17783553593936166
2023-05-01,pagerank,MomentumAgent,0.04992867679919748
2023-05-01,pagerank,MeanReversionAgent,0.04993166357002923
2023-05-01,pagerank,LowVolatilityAgent,0.05003400235112651
2023-05-01,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-05-01,pagerank,RandomAgent,0.04993166357002923
2023-05-01,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-05-01,pagerank,DynamicTeamAgent,0.1777090401340045
2023-05-01,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-05-01,pagerank,PersuaderAgent,0.05412753434087156
2023-05-01,pagerank,FreeRiderAgent,0.05412753434087156
2023-05-01,pagerank,ContrarianAgent,0.05412753434087156
2023-05-01,pagerank,SocialGraphAgent,0.17783553593936166
2023-05-08,pagerank,MomentumAgent,0.04992867679919748
2023-05-08,pagerank,MeanReversionAgent,0.04993166357002923
2023-05-08,pagerank,LowVolatilityAgent,0.05003400235112651
2023-05-08,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-05-08,pagerank,RandomAgent,0.04993166357002923
2023-05-08,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-05-08,pagerank,DynamicTeamAgent,0.1777090401340045
2023-05-08,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-05-08,pagerank,PersuaderAgent,0.05412753434087156
2023-05-08,pagerank,FreeRiderAgent,0.05412753434087156
2023-05-08,pagerank,ContrarianAgent,0.05412753434087156
2023-05-08,pagerank,SocialGraphAgent,0.17783553593936166
2023-05-15,pagerank,MomentumAgent,0.04992867679919748
2023-05-15,pagerank,MeanReversionAgent,0.04993166357002923
2023-05-15,pagerank,LowVolatilityAgent,0.05003400235112651
2023-05-15,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-05-15,pagerank,RandomAgent,0.04993166357002923
2023-05-15,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-05-15,pagerank,DynamicTeamAgent,0.1777090401340045
2023-05-15,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-05-15,pagerank,PersuaderAgent,0.05412753434087156
2023-05-15,pagerank,FreeRiderAgent,0.05412753434087156
2023-05-15,pagerank,ContrarianAgent,0.05412753434087156
2023-05-15,pagerank,SocialGraphAgent,0.17783553593936166
2023-05-19,hedge_weight,CommitteeTeamAgent,0.07650720863166999
2023-05-19,hedge_weight,ContrarianAgent,0.07433650368641997
2023-05-19,hedge_weight,DrawdownBuyerAgent,0.06555423307381229
2023-05-19,hedge_weight,DynamicTeamAgent,0.08094523680181845
2023-05-19,hedge_weight,FreeRiderAgent,0.10801646799549994
2023-05-19,hedge_weight,LowVolatilityAgent,0.11843211715210568
2023-05-19,hedge_weight,MeanReversionAgent,0.03708884105854434
2023-05-19,hedge_weight,MomentumAgent,0.13062374408985145
2023-05-19,hedge_weight,PersuaderAgent,0.03563612790271832
2023-05-19,hedge_weight,RandomAgent,0.07507799483424356
2023-05-19,hedge_weight,SocialGraphAgent,0.07967834668149473
2023-05-19,hedge_weight,TruthfulReporterAgent,0.11810317809182126
